Date,Ticker,Gate_Value
2025-04-01,INTC,0.9414905905723572
2025-04-01,INTU,0.9435017704963684
2025-04-01,MSFT,0.9422626495361328
2025-04-01,QCOM,0.9419404864311218
2025-04-01,SBUX,0.9481378197669983
2025-04-02,AAPL,0.9415097236633301
2025-04-02,ADBE,0.9377943873405457
2025-04-02,AMD,0.9355310201644897
2025-04-02,CMCSA,0.9374328851699829
2025-04-02,COST,0.9406411051750183
2025-04-02,INTC,0.9360957741737366
2025-04-02,INTU,0.9363486170768738
2025-04-02,MSFT,0.9354918003082275
2025-04-02,QCOM,0.9368996620178223
2025-04-02,SBUX,0.9424582719802856
2025-04-03,AAPL,0.949407696723938
2025-04-03,ADBE,0.9456683993339539
2025-04-03,AMD,0.9436288475990295
2025-04-03,CMCSA,0.9450732469558716
2025-04-03,COST,0.948872447013855
2025-04-03,INTC,0.9440135359764099
2025-04-03,INTU,0.9460229277610779
2025-04-03,MSFT,0.9451892971992493
2025-04-03,QCOM,0.9457628130912781
2025-04-03,SBUX,0.9499087929725647
2025-04-04,AAPL,0.9357438087463379
2025-04-04,ADBE,0.9321684241294861
2025-04-04,AMD,0.9347653985023499
2025-04-04,CMCSA,0.9361719489097595
2025-04-04,COST,0.9337762594223022
2025-04-04,INTC,0.9354945421218872
2025-04-04,INTU,0.9302906394004822
2025-04-04,MSFT,0.9302300810813904
2025-04-04,QCOM,0.9314237236976624
2025-04-04,SBUX,0.9360414147377014
2025-04-07,AAPL,0.9356520175933838
2025-04-07,ADBE,0.9343690276145935
2025-04-07,AMD,0.9367285966873169
2025-04-07,CMCSA,0.9387367963790894
2025-04-07,COST,0.9352303743362427
2025-04-07,INTC,0.9383314251899719
2025-04-07,INTU,0.9334134459495544
2025-04-07,MSFT,0.9325289130210876
2025-04-07,QCOM,0.9345880150794983
2025-04-07,SBUX,0.9385415315628052
2025-04-08,AAPL,0.8902387619018555
2025-04-08,ADBE,0.888703465461731
2025-04-08,AMD,0.8932808637619019
2025-04-08,CMCSA,0.8961076736450195
2025-04-08,COST,0.8922646045684814
2025-04-08,INTC,0.8948953151702881
2025-04-08,INTU,0.8817383050918579
2025-04-08,MSFT,0.8810432553291321
2025-04-08,QCOM,0.8865073323249817
2025-04-08,SBUX,0.8961436748504639
2025-04-09,AAPL,0.889093279838562
2025-04-09,ADBE,0.8873831629753113
2025-04-09,AMD,0.8921182751655579
2025-04-09,CMCSA,0.8951790928840637
2025-04-09,COST,0.8911793231964111
2025-04-09,INTC,0.8939451575279236
2025-04-09,INTU,0.8804943561553955
2025-04-09,MSFT,0.8796483874320984
2025-04-09,QCOM,0.8852456212043762
2025-04-09,SBUX,0.8950253129005432
2025-04-10,AAPL,0.907199501991272
2025-04-10,ADBE,0.908227264881134
2025-04-10,AMD,0.9114282131195068
2025-04-10,CMCSA,0.9139607548713684
2025-04-10,COST,0.9122599959373474
2025-04-10,INTC,0.9138810634613037
2025-04-10,INTU,0.9039300680160522
2025-04-10,MSFT,0.902466356754303
2025-04-10,QCOM,0.9091855883598328
2025-04-10,SBUX,0.9137884378433228
2025-04-11,AAPL,0.9351282715797424
2025-04-11,ADBE,0.9353989362716675
2025-04-11,AMD,0.9367594718933105
2025-04-11,CMCSA,0.940038800239563
2025-04-11,COST,0.9367318153381348
2025-04-11,INTC,0.9407153129577637
2025-04-11,INTU,0.9352794885635376
2025-04-11,MSFT,0.9338595271110535
2025-04-11,QCOM,0.9380252957344055
2025-04-11,SBUX,0.9392316937446594
2025-04-14,AAPL,0.9338629841804504
2025-04-14,ADBE,0.9343065023422241
2025-04-14,AMD,0.9357386827468872
2025-04-14,CMCSA,0.9388900399208069
2025-04-14,COST,0.9357188940048218
2025-04-14,INTC,0.9395505785942078
2025-04-14,INTU,0.9339435696601868
2025-04-14,MSFT,0.9326642155647278
2025-04-14,QCOM,0.9368739128112793
2025-04-14,SBUX,0.938244104385376
2025-04-15,AAPL,0.8844527006149292
2025-04-15,ADBE,0.8893581628799438
2025-04-15,AMD,0.8899405598640442
2025-04-15,CMCSA,0.8969526886940002
2025-04-15,COST,0.8950716257095337
2025-04-15,INTC,0.8970538377761841
2025-04-15,INTU,0.8831031918525696
2025-04-15,MSFT,0.8816229104995728
2025-04-15,QCOM,0.8909172415733337
2025-04-15,SBUX,0.8965902328491211
2025-04-16,AAPL,0.8829107284545898
2025-04-16,ADBE,0.8879185318946838
2025-04-16,AMD,0.8884595632553101
2025-04-16,CMCSA,0.8956803679466248
2025-04-16,COST,0.8937978148460388
2025-04-16,INTC,0.8955991864204407
2025-04-16,INTU,0.8814701437950134
2025-04-16,MSFT,0.8799785375595093
2025-04-16,QCOM,0.8893628120422363
2025-04-16,SBUX,0.8953907489776611
2025-04-17,AAPL,0.7661771774291992
2025-04-17,ADBE,0.778167188167572
2025-04-17,AMD,0.7844223380088806
2025-04-17,CMCSA,0.8037179708480835
2025-04-17,COST,0.7849203944206238
2025-04-17,INTC,0.8055469989776611
2025-04-17,INTU,0.7633760571479797
2025-04-17,MSFT,0.7580059170722961
2025-04-17,QCOM,0.7845351696014404
2025-04-17,SBUX,0.7959563136100769
2025-04-21,AAPL,0.9671074151992798
2025-04-21,ADBE,0.9662929177284241
2025-04-21,AMD,0.9702724814414978
2025-04-21,CMCSA,0.9715908765792847
2025-04-21,COST,0.9470762014389038
2025-04-21,INTC,0.9721829891204834
2025-04-21,INTU,0.9668633937835693
2025-04-21,MSFT,0.9657242894172668
2025-04-21,QCOM,0.9697054028511047
2025-04-21,SBUX,0.9700373411178589
2025-04-22,AAPL,0.5087757110595703
2025-04-22,ADBE,0.5137192010879517
2025-04-22,AMD,0.5143283605575562
2025-04-22,CMCSA,0.5253321528434753
2025-04-22,COST,0.51612788438797
2025-04-22,INTC,0.5242130756378174
2025-04-22,INTU,0.508080244064331
2025-04-22,MSFT,0.507182240486145
2025-04-22,QCOM,0.5135617256164551
2025-04-22,SBUX,0.522020697593689
2025-04-23,AAPL,0.5046371221542358
2025-04-23,ADBE,0.5078921318054199
2025-04-23,AMD,0.5080453157424927
2025-04-23,CMCSA,0.5145159363746643
2025-04-23,COST,0.50980544090271
2025-04-23,INTC,0.5139225125312805
2025-04-23,INTU,0.5042226314544678
2025-04-23,MSFT,0.5037740468978882
2025-04-23,QCOM,0.5075491070747375
2025-04-23,SBUX,0.512961208820343
2025-04-24,AAPL,0.5157994031906128
2025-04-24,ADBE,0.5241245627403259
2025-04-24,AMD,0.5271764397621155
2025-04-24,CMCSA,0.5441884994506836
2025-04-24,COST,0.524847149848938
2025-04-24,INTC,0.5450125336647034
2025-04-24,INTU,0.5150091648101807
2025-04-24,MSFT,0.5132856369018555
2025-04-24,QCOM,0.5249399542808533
2025-04-24,SBUX,0.5371125936508179
2025-04-25,AAPL,0.8393329977989197
2025-04-25,ADBE,0.8600093722343445
2025-04-25,AMD,0.8903962969779968
2025-04-25,CMCSA,0.9354970455169678
2025-04-25,COST,0.8135594129562378
2025-04-25,INTC,0.9408379197120667
2025-04-25,INTU,0.8450311422348022
2025-04-25,MSFT,0.8287555575370789
2025-04-25,QCOM,0.8769045472145081
2025-04-25,SBUX,0.9004039764404297
2025-04-28,AAPL,0.9707319736480713
2025-04-28,ADBE,0.9703843593597412
2025-04-28,AMD,0.9715601205825806
2025-04-28,CMCSA,0.9719383120536804
2025-04-28,COST,0.9697683453559875
2025-04-28,INTC,0.9710783362388611
2025-04-28,INTU,0.9691704511642456
2025-04-28,MSFT,0.970726490020752
2025-04-28,QCOM,0.9719113707542419
2025-04-28,SBUX,0.9727495312690735
2025-04-29,AAPL,0.5028023719787598
2025-04-29,ADBE,0.5047313570976257
2025-04-29,AMD,0.5057245492935181
2025-04-29,CMCSA,0.5136486291885376
2025-04-29,COST,0.505196213722229
2025-04-29,INTC,0.5132665634155273
2025-04-29,INTU,0.5026235580444336
2025-04-29,MSFT,0.5020602941513062
2025-04-29,QCOM,0.5053845643997192
2025-04-29,SBUX,0.509743332862854
2025-04-30,AAPL,0.5009419918060303
2025-04-30,ADBE,0.5018885135650635
2025-04-30,AMD,0.5022408962249756
2025-04-30,CMCSA,0.504936933517456
2025-04-30,COST,0.5022510290145874
2025-04-30,INTC,0.5075514316558838
2025-04-30,INTU,0.500873327255249
2025-04-30,MSFT,0.5006187558174133
2025-04-30,QCOM,0.5020931959152222
2025-04-30,SBUX,0.5040995478630066
2025-05-01,AAPL,0.5548566579818726
2025-05-01,ADBE,0.5697384476661682
2025-05-01,AMD,0.5974340438842773
2025-05-01,CMCSA,0.6406054496765137
2025-05-01,COST,0.5463387966156006
2025-05-01,INTC,0.6787856817245483
2025-05-01,INTU,0.5508337020874023
2025-05-01,MSFT,0.5448501706123352
2025-05-01,QCOM,0.5879570841789246
2025-05-01,SBUX,0.6357165575027466
2025-05-02,AAPL,0.6810474991798401
2025-05-02,ADBE,0.6956390738487244
2025-05-02,AMD,0.7599299550056458
2025-05-02,CMCSA,0.8142024278640747
2025-05-02,COST,0.6400643587112427
2025-05-02,INTC,0.8476575613021851
2025-05-02,INTU,0.674712598323822
2025-05-02,MSFT,0.6622641086578369
2025-05-02,QCOM,0.749245285987854
2025-05-02,SBUX,0.7831730246543884
2025-05-05,AAPL,0.9844199419021606
2025-05-05,ADBE,1.000258207321167
2025-05-05,AMD,0.9668872952461243
2025-05-05,CMCSA,0.9623610377311707
2025-05-05,COST,1.0129066705703735
2025-05-05,INTC,0.9422040581703186
2025-05-05,INTU,0.986927330493927
2025-05-05,MSFT,0.9955561757087708
2025-05-05,QCOM,0.9600952863693237
2025-05-05,SBUX,0.9790018200874329
2025-05-06,AAPL,0.5003666877746582
2025-05-06,ADBE,0.500642716884613
2025-05-06,AMD,0.5009616613388062
2025-05-06,CMCSA,0.502845048904419
2025-05-06,COST,0.5005971193313599
2025-05-06,INTC,0.5037842988967896
2025-05-06,INTU,0.500235915184021
2025-05-06,MSFT,0.5002261400222778
2025-05-06,QCOM,0.5006161332130432
2025-05-06,SBUX,0.5024329423904419
2025-05-07,AAPL,0.5001785755157471
2025-05-07,ADBE,0.5003330707550049
2025-05-07,AMD,0.5005022883415222
2025-05-07,CMCSA,0.501539409160614
2025-05-07,COST,0.5003278255462646
2025-05-07,INTC,0.5022040009498596
2025-05-07,INTU,0.5001113414764404
2025-05-07,MSFT,0.5001064538955688
2025-05-07,QCOM,0.5003039836883545
2025-05-07,SBUX,0.5013115406036377
2025-05-08,AAPL,0.5047006607055664
2025-05-08,ADBE,0.5065075755119324
2025-05-08,AMD,0.5111097693443298
2025-05-08,CMCSA,0.5199991464614868
2025-05-08,COST,0.5051090717315674
2025-05-08,INTC,0.5278089046478271
2025-05-08,INTU,0.5036323070526123
2025-05-08,MSFT,0.5032045245170593
2025-05-08,QCOM,0.5084995627403259
2025-05-08,SBUX,0.5176427364349365
2025-05-09,AAPL,0.612335205078125
2025-05-09,ADBE,0.6211819648742676
2025-05-09,AMD,0.6965355277061462
2025-05-09,CMCSA,0.7817906737327576
2025-05-09,COST,0.5721997618675232
2025-05-09,INTC,0.8243558406829834
2025-05-09,INTU,0.6026279926300049
2025-05-09,MSFT,0.589469313621521
2025-05-09,QCOM,0.6860445737838745
2025-05-09,SBUX,0.7323237657546997
2025-05-12,AAPL,0.9381595253944397
2025-05-12,ADBE,0.924055814743042
2025-05-12,AMD,1.033292531967163
2025-05-12,CMCSA,1.0546166896820068
2025-05-12,COST,0.7709769010543823
2025-05-12,INTC,1.052729606628418
2025-05-12,INTU,0.8787593841552734
2025-05-12,MSFT,0.9058568477630615
2025-05-12,QCOM,1.0309559106826782
2025-05-12,SBUX,1.0388693809509277
2025-05-13,AAPL,0.5000007748603821
2025-05-13,ADBE,0.5000022649765015
2025-05-13,AMD,0.5000044107437134
2025-05-13,CMCSA,0.5000486373901367
2025-05-13,COST,0.5000021457672119
2025-05-13,INTC,0.5000272393226624
2025-05-13,INTU,0.5000006556510925
2025-05-13,MSFT,0.5000003576278687
2025-05-13,QCOM,0.5000020265579224
2025-05-13,SBUX,0.5000205636024475
2025-05-14,AAPL,0.5000003576278687
2025-05-14,ADBE,0.5000012516975403
2025-05-14,AMD,0.500001847743988
2025-05-14,CMCSA,0.5000234246253967
2025-05-14,COST,0.5000014305114746
2025-05-14,INTC,0.5000113248825073
2025-05-14,INTU,0.5000003576278687
2025-05-14,MSFT,0.5000001192092896
2025-05-14,QCOM,0.5000008344650269
2025-05-14,SBUX,0.5000114440917969
2025-05-15,AAPL,0.5002630949020386
2025-05-15,ADBE,0.5004639625549316
2025-05-15,AMD,0.5009604692459106
2025-05-15,CMCSA,0.5072400569915771
2025-05-15,COST,0.5002962946891785
2025-05-15,INTC,0.5044680833816528
2025-05-15,INTU,0.5002143979072571
2025-05-15,MSFT,0.5001346468925476
2025-05-15,QCOM,0.5006701946258545
2025-05-15,SBUX,0.5027309656143188
2025-05-16,AAPL,0.5059394836425781
2025-05-16,ADBE,0.5088120698928833
2025-05-16,AMD,0.51712965965271
2025-05-16,CMCSA,0.552007794380188
2025-05-16,COST,0.5043090581893921
2025-05-16,INTC,0.5500122308731079
2025-05-16,INTU,0.5049837231636047
2025-05-16,MSFT,0.5038356781005859
2025-05-16,QCOM,0.5140414237976074
2025-05-16,SBUX,0.5308150053024292
2025-05-19,AAPL,0.7652083039283752
2025-05-19,ADBE,0.7793784141540527
2025-05-19,AMD,0.8615056276321411
2025-05-19,CMCSA,0.896661639213562
2025-05-19,COST,0.6639152765274048
2025-05-19,INTC,0.8977999687194824
2025-05-19,INTU,0.7322016954421997
2025-05-19,MSFT,0.7420352697372437
2025-05-19,QCOM,0.8356611728668213
2025-05-19,SBUX,0.8930763006210327
2025-05-20,AAPL,0.5
2025-05-20,ADBE,0.5000002384185791
2025-05-20,AMD,0.5000003576278687
2025-05-20,CMCSA,0.5000042915344238
2025-05-20,COST,0.5000002384185791
2025-05-20,INTC,0.5000035762786865
2025-05-20,INTU,0.5
2025-05-20,MSFT,0.5
2025-05-20,QCOM,0.5000002384185791
2025-05-20,SBUX,0.5000016689300537
2025-05-21,AAPL,0.5
2025-05-21,ADBE,0.5000001788139343
2025-05-21,AMD,0.5000002384185791
2025-05-21,CMCSA,0.5000038743019104
2025-05-21,COST,0.5000001788139343
2025-05-21,INTC,0.5000032186508179
2025-05-21,INTU,0.5
2025-05-21,MSFT,0.5
2025-05-21,QCOM,0.5000007152557373
2025-05-21,SBUX,0.5000014901161194
2025-05-22,AAPL,0.500049889087677
2025-05-22,ADBE,0.5001184344291687
2025-05-22,AMD,0.5001975893974304
2025-05-22,CMCSA,0.5017250776290894
2025-05-22,COST,0.5000796318054199
2025-05-22,INTC,0.5013012290000916
2025-05-22,INTU,0.5000421404838562
2025-05-22,MSFT,0.5000370740890503
2025-05-22,QCOM,0.5003854036331177
2025-05-22,SBUX,0.5007462501525879
2025-05-23,AAPL,0.5221890807151794
2025-05-23,ADBE,0.5274173617362976
2025-05-23,AMD,0.5523952841758728
2025-05-23,CMCSA,0.639087438583374
2025-05-23,COST,0.5135535001754761
2025-05-23,INTC,0.6382876038551331
2025-05-23,INTU,0.520132839679718
2025-05-23,MSFT,0.5155463218688965
2025-05-23,QCOM,0.5714699029922485
2025-05-23,SBUX,0.581076979637146
2025-05-27,AAPL,0.7452658414840698
2025-05-27,ADBE,0.7561731934547424
2025-05-27,AMD,0.864403247833252
2025-05-27,CMCSA,0.7794448137283325
2025-05-27,COST,0.6494877338409424
2025-05-27,INTC,0.8453510403633118
2025-05-27,INTU,0.7051970958709717
2025-05-27,MSFT,0.7302608489990234
2025-05-27,QCOM,0.8157808780670166
2025-05-27,SBUX,0.8529205322265625
2025-05-28,AAPL,0.5000001192092896
2025-05-28,ADBE,0.5000003576278687
2025-05-28,AMD,0.5000009536743164
2025-05-28,CMCSA,0.5000224709510803
2025-05-28,COST,0.5000004768371582
2025-05-28,INTC,0.5000122785568237
2025-05-28,INTU,0.5000001192092896
2025-05-28,MSFT,0.5000000596046448
2025-05-28,QCOM,0.500000536441803
2025-05-28,SBUX,0.5000050663948059
2025-05-29,AAPL,0.5001130104064941
2025-05-29,ADBE,0.5001587867736816
2025-05-29,AMD,0.500464916229248
2025-05-29,CMCSA,0.5055035352706909
2025-05-29,COST,0.5001001954078674
2025-05-29,INTC,0.503087043762207
2025-05-29,INTU,0.5000824928283691
2025-05-29,MSFT,0.5000461339950562
2025-05-29,QCOM,0.5003663301467896
2025-05-29,SBUX,0.5013523697853088
2025-05-30,AAPL,0.526667594909668
2025-05-30,ADBE,0.5269054174423218
2025-05-30,AMD,0.571670651435852
2025-05-30,CMCSA,0.767903208732605
2025-05-30,COST,0.5125346779823303
2025-05-30,INTC,0.6623144745826721
2025-05-30,INTU,0.5167169570922852
2025-05-30,MSFT,0.5156437158584595
2025-05-30,QCOM,0.5496966242790222
2025-05-30,SBUX,0.6063133478164673
